Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
61,20,RL,63,13072,Pave,NA,1,1,1,Inside,1,SawyerW,RRAe,Norm,1,1,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,5,941,1,0,217,1158,GasA,5,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,4,5,8,0,0,1,2006,1,2,576,3,3,3,0,50,0,0,0,0,0,0,NA,0,5,2006,New,Partial,158000
62,75,RM,60,7200,Pave,NA,1,1,1,Inside,1,IDOTRR,Norm,Norm,1,6,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,BrkTil,3,2,1,1,0,1,0,530,530,GasA,3,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,2,6,8,0,0,1,1935,1,1,288,3,3,1,0,0,144,0,0,0,0,0,NA,0,3,2007,WD,Normal,101000
63,120,RL,44,6442,Pave,NA,2,1,1,Inside,1,NridgHt,Norm,Norm,4,1,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178,4,3,PConc,4,4,2,6,24,1,0,1346,1370,GasA,5,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,4,6,8,1,4,5,2006,2,2,484,3,3,3,120,49,0,0,0,0,0,0,NA,0,10,2007,WD,Normal,202500
64,70,RM,50,10300,Pave,NA,2,2,1,Inside,1,OldTown,RRAn,Feedr,1,4,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0,3,3,BrkTil,3,3,1,1,0,1,0,576,576,GasA,4,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,3,9,8,0,0,1,1990,1,2,480,3,3,3,12,11,64,0,0,0,0,4,NA,0,4,2010,WD,Normal,140000
65,60,RL,NA,9375,Pave,NA,1,1,1,Inside,1,CollgCr,Norm,Norm,1,4,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573,3,3,PConc,4,3,1,6,739,1,0,318,1057,GasA,5,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,4,8,8,0,0,5,1998,2,2,645,3,3,3,576,36,0,0,0,0,0,4,NA,0,2,2009,WD,Normal,219500
66,60,RL,76,9591,Pave,NA,1,1,1,Inside,1,NridgHt,Norm,Norm,1,4,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344,4,3,PConc,5,3,3,1,0,1,0,1143,1143,GasA,5,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,4,9,8,1,4,3,2004,2,3,852,3,3,3,192,151,0,0,0,0,0,0,NA,0,10,2007,WD,Normal,317000
67,20,RL,NA,19900,Pave,NA,1,1,1,Inside,1,NAmes,PosA,Norm,1,1,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287,3,3,CBlock,4,3,4,6,912,1,0,1035,1947,GasA,3,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,3,7,7,1,4,5,1970,2,2,576,3,3,3,301,0,0,0,0,0,0,0,NA,0,7,2010,WD,Normal,180000
68,20,RL,72,10665,Pave,NA,2,1,1,Inside,1,CollgCr,Norm,Norm,1,1,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167,4,3,PConc,4,3,3,6,1013,1,0,440,1453,GasA,5,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,4,7,8,0,0,5,2003,2,2,558,3,3,3,144,29,0,0,0,0,0,0,NA,0,6,2007,WD,Normal,226000
69,30,RM,47,4608,Pave,NA,1,1,1,Corner,1,OldTown,Artery,Norm,1,1,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,CBlock,3,3,1,1,0,1,0,747,747,GasA,3,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,3,4,8,0,0,5,1945,1,1,220,3,3,3,0,0,0,0,0,0,0,0,NA,0,6,2010,WD,Normal,80000
70,50,RL,81,15593,Pave,NA,1,1,1,Corner,1,ClearCr,Norm,Norm,1,2,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0,4,3,CBlock,3,3,1,4,603,1,0,701,1304,GasW,3,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,3,7,8,1,3,5,1953,3,2,667,3,3,3,0,21,114,0,0,0,0,0,NA,0,7,2006,WD,Normal,225000
71,20,RL,95,13651,Pave,NA,2,1,1,Inside,1,NAmes,Norm,Norm,1,1,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115,3,4,CBlock,4,3,4,5,1880,1,0,343,2223,GasA,5,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,3,8,8,2,4,5,1973,3,2,516,3,3,3,300,0,0,0,0,0,0,0,NA,0,2,2007,WD,Normal,244000
72,20,RL,69,7599,Pave,NA,1,1,1,Corner,1,Mitchel,Norm,Norm,1,1,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0,3,3,CBlock,3,3,1,5,565,1,0,280,845,GasA,3,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,3,4,8,0,0,1,1987,1,2,360,3,3,3,0,0,0,0,0,0,0,0,NA,0,6,2007,WD,Normal,129500
73,60,RL,74,10141,Pave,NA,2,1,1,Corner,1,Gilbert,Norm,Norm,1,4,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40,3,3,PConc,4,3,1,1,0,1,0,832,832,GasA,4,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,3,7,8,1,3,5,1998,3,2,427,3,3,3,0,94,0,0,291,0,0,0,NA,0,12,2009,WD,Normal,185000
74,20,RL,85,10200,Pave,NA,1,1,1,Inside,1,NAmes,Norm,Norm,1,1,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104,3,3,CBlock,3,3,1,5,320,4,362,404,1086,GasA,4,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,8,0,0,5,1989,1,2,490,3,3,3,0,0,0,0,0,0,0,2,NA,0,5,2010,WD,Normal,144900
75,50,RM,60,5790,Pave,NA,1,1,1,Corner,1,OldTown,Norm,Norm,1,4,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0,4,4,CBlock,2,3,1,1,0,1,0,840,840,GasA,4,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,3,8,8,0,0,1,1915,1,1,379,3,3,3,0,0,202,0,0,0,0,0,NA,0,5,2010,WD,Normal,107400
76,180,RM,21,1596,Pave,NA,1,1,1,Inside,1,MeadowV,Norm,Norm,5,8,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,CBlock,4,3,4,6,462,1,0,0,462,GasA,3,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,3,5,8,0,0,3,1973,1,1,297,3,3,3,120,101,0,0,0,0,0,2,NA,0,11,2009,WD,Normal,91000
77,20,RL,NA,8475,Pave,NA,2,1,1,Inside,1,NAmes,Norm,Norm,1,1,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,1,5,228,1,0,724,952,GasA,5,Y,FuseA,952,0,0,952,0,0,1,0,2,1,3,4,8,0,0,1,1956,1,1,283,3,3,3,0,0,0,0,0,0,0,0,NA,0,4,2008,WD,Normal,135750
78,50,RM,50,8635,Pave,NA,1,1,1,Inside,1,BrkSide,Norm,Norm,1,2,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,1,4,336,6,41,295,672,GasA,3,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,3,6,7,0,0,1,1948,1,1,240,3,3,3,0,0,0,0,0,0,0,3,NA,0,1,2008,WD,Normal,127000
79,90,RL,72,10778,Pave,NA,1,1,1,Inside,1,Sawyer,Norm,Norm,3,1,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,1,1,0,1,0,1768,1768,GasA,3,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,3,8,8,0,0,0,NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,0,4,2010,WD,Normal,136500
80,50,RM,60,10440,Pave,Grvl,1,1,1,Corner,1,OldTown,Norm,Norm,1,4,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,PConc,3,3,1,1,0,1,0,440,440,GasA,4,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,3,5,8,0,0,1,1966,1,2,440,3,3,3,74,0,128,0,0,0,0,3,NA,0,5,2009,WD,Normal,110000
81,60,RL,100,13000,Pave,NA,1,1,1,Corner,1,NAmes,Norm,Norm,1,4,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576,3,4,CBlock,4,3,1,3,448,1,0,448,896,GasA,3,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,4,8,8,1,4,5,1968,3,1,509,3,3,3,0,72,0,0,252,0,0,0,NA,0,6,2009,WD,Normal,193500
82,120,RM,32,4500,Pave,NA,1,1,1,FR2,1,Mitchel,Norm,Norm,4,1,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443,3,4,PConc,5,4,1,6,1201,1,0,36,1237,GasA,5,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,3,5,8,0,0,5,1998,3,2,405,3,3,3,0,199,0,0,0,0,0,0,NA,0,3,2006,WD,Normal,153500
83,20,RL,78,10206,Pave,NA,1,1,1,Inside,1,Somerst,Norm,Norm,1,1,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468,3,3,PConc,4,3,1,6,33,1,0,1530,1563,GasA,5,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,4,6,8,1,4,5,2007,2,3,758,3,3,3,144,99,0,0,0,0,0,0,NA,0,10,2008,WD,Normal,245000
84,20,RL,80,8892,Pave,NA,2,1,1,Inside,1,NAmes,Norm,Norm,1,1,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66,3,3,CBlock,3,3,1,1,0,1,0,1065,1065,GasA,4,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,3,6,8,0,0,1,1974,1,2,461,3,3,3,74,0,0,0,0,0,0,0,NA,0,7,2007,COD,Normal,126500
85,80,RL,NA,8530,Pave,NA,2,1,1,Inside,1,Gilbert,Norm,Norm,1,8,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22,3,3,PConc,4,3,1,1,0,1,0,384,384,GasA,4,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,3,7,8,1,3,3,1995,3,2,400,3,3,3,120,72,0,0,0,0,0,0,Shed,700,5,2009,WD,Normal,168500
86,60,RL,121,16059,Pave,NA,1,1,1,Corner,1,NoRidge,Norm,Norm,1,4,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284,4,3,CBlock,4,3,1,1,0,1,0,1288,1288,GasA,5,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,4,9,8,1,3,5,1991,1,2,462,3,3,3,127,82,0,0,0,0,0,0,NA,0,4,2006,WD,Normal,260000
87,60,RL,122,11911,Pave,NA,3,1,1,Inside,1,Gilbert,Norm,Norm,1,4,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,3,1,0,1,0,684,684,GasA,5,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,4,6,8,1,4,3,2005,3,2,400,3,3,3,100,38,0,0,0,0,0,0,NA,0,3,2009,WD,Normal,174000
88,160,FV,40,3951,Pave,Pave,1,1,1,Corner,1,Somerst,Norm,Norm,4,4,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76,4,3,PConc,4,3,3,1,0,1,0,612,612,GasA,5,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,4,4,8,0,0,1,2009,2,2,528,3,3,3,0,234,0,0,0,0,0,0,NA,0,6,2009,New,Partial,164500
89,50,C (all),105,8470,Pave,NA,2,1,1,Corner,1,IDOTRR,Feedr,Feedr,1,2,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0,2,2,CBlock,3,2,1,1,0,1,0,1013,1013,GasA,3,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,2,6,8,0,0,0,NA,0,0,0,0,0,1,0,0,156,0,0,0,0,3,NA,0,10,2009,ConLD,Abnorml,85000
90,20,RL,60,8070,Pave,NA,1,1,1,Inside,1,CollgCr,Norm,Norm,1,1,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,6,588,1,0,402,990,GasA,5,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,3,5,8,0,0,0,NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,0,8,2007,WD,Normal,123600
91,20,RL,60,7200,Pave,NA,1,1,1,Inside,1,NAmes,Norm,Norm,1,1,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,3,4,8,0,0,1,1950,1,2,420,3,3,3,0,29,0,0,0,0,0,0,NA,0,7,2006,WD,Normal,109900
92,20,RL,85,8500,Pave,NA,1,1,1,Inside,1,NAmes,Norm,Norm,1,1,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203,3,3,CBlock,3,3,1,3,600,1,0,635,1235,GasA,3,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,3,6,8,0,0,5,1961,1,2,480,3,3,3,0,0,0,0,0,0,0,2,NA,0,12,2006,WD,Abnorml,98600
93,30,RL,80,13360,Pave,Grvl,2,3,1,Inside,1,Crawfor,Norm,Norm,1,1,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,4,BrkTil,4,3,1,5,713,1,0,163,876,GasA,5,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,3,5,8,0,0,1,1921,1,2,432,3,3,3,0,0,44,0,0,0,0,0,NA,0,8,2009,WD,Normal,163500
94,190,C (all),60,7200,Pave,NA,1,1,1,Corner,1,OldTown,Norm,Norm,2,6,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0,3,3,BrkTil,3,2,2,3,1046,1,0,168,1214,GasW,5,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,3,9,8,1,4,1,1900,1,2,506,3,3,3,0,0,0,0,99,0,0,0,NA,0,11,2007,WD,Normal,133900
95,60,RL,69,9337,Pave,NA,2,1,1,Inside,1,CollgCr,Norm,Norm,1,4,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,3,4,PConc,4,3,1,6,648,1,0,176,824,GasA,5,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,4,7,8,0,0,5,1997,2,2,684,3,3,3,0,162,0,0,0,0,0,0,NA,0,5,2007,WD,Normal,204750
96,60,RL,NA,9765,Pave,NA,3,1,1,Corner,1,Gilbert,Norm,Norm,1,4,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68,5,4,PConc,4,4,1,5,310,1,0,370,680,GasA,4,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,3,6,8,1,3,3,1993,3,2,420,3,3,3,232,63,0,0,0,0,0,0,Shed,480,4,2009,WD,Normal,185000
97,20,RL,78,10264,Pave,NA,2,1,1,Inside,1,CollgCr,Norm,Norm,1,1,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183,4,3,PConc,4,3,3,5,1162,1,0,426,1588,GasA,5,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,4,6,8,0,0,5,1999,2,2,472,3,3,3,158,29,0,0,0,0,0,0,NA,0,8,2006,WD,Normal,214000
98,20,RL,73,10921,Pave,NA,1,3,1,Inside,1,Edwards,Norm,Norm,1,1,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48,3,3,CBlock,3,3,1,3,520,1,0,440,960,GasA,3,Y,FuseF,960,0,0,960,1,0,1,0,3,1,3,6,8,0,0,5,1965,3,1,432,3,3,2,120,0,0,0,0,0,0,0,NA,0,5,2007,WD,Normal,94750
99,30,RL,85,10625,Pave,NA,1,1,1,Corner,1,Edwards,Norm,Norm,1,1,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,1,5,108,1,0,350,458,GasA,2,N,SBrkr,835,0,0,835,0,0,1,0,2,1,3,5,8,0,0,4,1920,1,1,366,2,3,3,0,0,77,0,0,0,0,0,Shed,400,5,2010,COD,Abnorml,83000
100,20,RL,77,9320,Pave,NA,2,1,1,Inside,1,NAmes,Norm,Norm,1,1,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,3,1,5,569,1,0,381,950,GasA,2,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,3,6,8,0,0,0,NA,0,0,0,0,0,3,352,0,0,0,0,0,0,0,Shed,400,1,2010,WD,Normal,128950
101,20,RL,NA,10603,Pave,NA,2,1,1,Inside,1,NWAmes,Norm,Norm,1,1,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28,3,3,PConc,3,3,2,5,1200,1,0,410,1610,GasA,4,Y,SBrkr,1610,0,0,1610,1,0,2,0,3,1,4,6,8,2,3,5,1977,2,2,480,3,3,3,168,68,0,0,0,0,0,0,NA,0,2,2010,WD,Normal,205000
102,60,RL,77,9206,Pave,NA,1,1,1,Inside,1,SawyerW,Norm,Norm,1,4,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336,4,3,CBlock,4,3,1,1,0,1,0,741,741,GasA,3,Y,SBrkr,977,755,0,1732,0,0,2,1,3,1,4,7,8,1,3,5,1985,3,2,476,3,3,3,192,46,0,0,0,0,0,0,NA,0,6,2010,WD,Normal,178000
103,90,RL,64,7018,Pave,NA,1,2,1,Inside,1,SawyerW,Norm,Norm,3,1,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0,3,2,Slab,0,0,0,0,0,0,0,0,0,GasA,3,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,3,8,8,0,0,5,1979,1,2,410,3,3,3,0,0,0,0,0,0,0,0,NA,0,6,2009,WD,Alloca,118964
104,20,RL,94,10402,Pave,NA,2,1,1,Corner,1,CollgCr,Norm,Norm,1,1,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,1,0,1,0,1226,1226,GasA,5,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,4,6,8,0,0,5,2009,2,3,740,3,3,3,0,36,0,0,0,0,0,0,NA,0,5,2010,WD,Normal,198900
105,50,RM,NA,7758,Pave,NA,1,1,1,Corner,1,IDOTRR,Norm,Norm,1,2,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600,3,2,PConc,3,3,1,2,224,1,0,816,1040,GasA,5,Y,FuseF,1226,592,0,1818,0,0,1,1,4,1,3,7,8,2,3,1,1951,1,1,240,3,3,3,0,0,0,0,184,0,0,0,NA,0,6,2007,WD,Normal,169500
106,60,FV,75,9375,Pave,NA,1,1,1,Inside,1,Somerst,Norm,Norm,1,4,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768,4,3,PConc,5,3,1,1,0,1,0,1053,1053,GasA,5,Y,SBrkr,1053,939,0,1992,0,0,2,1,3,1,4,9,8,1,4,5,2003,2,2,648,3,3,3,140,45,0,0,0,0,0,0,NA,0,8,2008,WD,Normal,250000
107,30,RM,60,10800,Pave,Grvl,1,1,1,Inside,1,OldTown,Norm,Norm,1,1,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,0,3,3,BrkTil,2,3,1,1,0,1,0,641,641,GasA,4,Y,SBrkr,1047,0,0,1047,0,0,1,0,2,1,3,6,8,0,0,1,1954,1,1,273,2,2,1,0,0,0,0,0,0,0,0,Shed,450,8,2007,WD,Normal,100000
108,20,RM,50,6000,Pave,NA,1,1,1,Inside,1,OldTown,Norm,Norm,1,1,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,3,1,5,104,4,169,516,789,GasA,5,Y,SBrkr,789,0,0,789,0,0,1,0,2,1,3,5,8,0,0,1,1948,1,1,250,3,3,3,0,0,0,0,0,0,0,0,NA,0,4,2008,WD,Partial,115000
109,50,RM,85,8500,Pave,NA,1,1,1,Corner,1,IDOTRR,Artery,Norm,1,2,5,7,1919,2005,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,CBlock,3,3,1,1,0,1,0,793,793,GasW,3,N,FuseF,997,520,0,1517,0,0,2,0,3,1,2,7,8,0,0,0,NA,0,0,0,0,0,1,0,0,144,0,0,0,0,0,NA,0,8,2007,WD,Normal,115000
110,20,RL,105,11751,Pave,NA,2,1,1,Inside,1,NWAmes,Norm,Norm,1,1,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480,3,3,CBlock,4,3,1,4,705,1,0,1139,1844,GasA,5,Y,SBrkr,1844,0,0,1844,0,0,2,0,3,1,3,7,8,1,3,5,1977,2,2,546,3,3,3,0,122,0,0,0,0,0,3,NA,0,1,2010,COD,Normal,190000
111,50,RL,75,9525,Pave,NA,1,1,1,Inside,1,Edwards,Norm,Norm,1,2,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,2,1,3,444,1,0,550,994,GasA,4,Y,SBrkr,1216,639,0,1855,0,0,2,0,4,1,3,7,8,0,0,5,1954,1,1,325,3,3,3,182,0,0,0,0,0,0,0,NA,0,10,2006,WD,Normal,136900
112,80,RL,NA,7750,Pave,NA,2,1,1,Inside,1,Gilbert,Norm,Norm,1,8,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,6,250,1,0,134,384,GasA,5,Y,SBrkr,774,656,0,1430,0,0,2,1,3,1,3,7,8,1,3,3,2000,3,2,400,3,3,3,180,0,0,0,0,0,0,0,NA,0,4,2010,WD,Normal,180000
113,60,RL,77,9965,Pave,NA,1,1,1,Inside,1,CollgCr,Norm,Norm,1,4,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,220,4,3,PConc,5,3,3,6,984,1,0,280,1264,GasA,5,Y,SBrkr,1282,1414,0,2696,1,0,2,1,4,1,5,10,8,1,4,3,2007,3,3,792,3,3,3,120,184,0,0,168,0,0,0,NA,0,10,2007,New,Partial,383970
114,20,RL,NA,21000,Pave,NA,1,2,1,Corner,1,Crawfor,Norm,Norm,1,1,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184,3,4,CBlock,4,3,2,5,35,3,869,905,1809,GasA,3,Y,SBrkr,2259,0,0,2259,1,0,2,0,3,1,4,7,8,2,4,4,1953,1,2,450,3,3,3,166,120,192,0,0,0,0,3,NA,0,10,2007,COD,Abnorml,217000
115,70,RL,61,7259,Pave,NA,2,1,1,Inside,2,Crawfor,Norm,Norm,1,4,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,1,5,774,2,150,104,1028,GasA,5,Y,SBrkr,1436,884,0,2320,1,0,2,1,3,1,4,9,8,1,3,1,1945,1,1,180,3,3,3,224,0,0,0,0,0,0,3,NA,0,7,2007,WD,Normal,259500
116,160,FV,34,3230,Pave,Pave,1,1,1,Corner,1,Somerst,Norm,Norm,4,4,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129,3,3,PConc,4,3,1,6,419,1,0,310,729,GasA,4,Y,SBrkr,729,729,0,1458,0,0,2,1,2,1,3,5,8,1,2,1,1999,1,2,440,3,3,3,0,32,0,0,0,0,0,0,NA,0,6,2007,WD,Normal,176000
117,20,RL,NA,11616,Pave,NA,1,1,1,Inside,1,Sawyer,Norm,Norm,1,1,5,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116,3,3,CBlock,3,3,1,2,170,4,670,252,1092,GasA,3,Y,SBrkr,1092,0,0,1092,0,1,1,0,3,1,3,6,8,1,1,5,1962,1,1,288,3,3,3,0,20,144,0,0,0,0,0,NA,0,9,2009,WD,Normal,139000
118,20,RL,74,8536,Pave,NA,1,1,1,Corner,1,Edwards,Norm,Norm,1,1,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,1,0,1,0,1125,1125,GasA,4,Y,SBrkr,1125,0,0,1125,0,0,1,1,2,1,3,5,8,0,0,5,2007,1,2,430,3,3,3,80,64,0,0,0,0,0,0,NA,0,4,2007,New,Partial,155000
119,60,RL,90,12376,Pave,NA,1,1,1,Corner,1,SawyerW,Norm,Norm,1,4,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,None,0,3,3,PConc,4,3,2,6,1470,1,0,203,1673,GasA,4,Y,SBrkr,1699,1523,0,3222,1,0,3,0,5,1,4,11,8,2,3,5,1990,1,3,594,3,3,3,367,0,0,0,0,0,0,0,NA,0,5,2010,WD,Normal,320000
120,60,RL,65,8461,Pave,NA,1,1,1,Inside,1,CollgCr,Norm,Norm,1,4,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,1,0,1,0,728,728,GasA,5,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,4,8,8,1,4,5,2005,3,2,390,3,3,3,0,24,0,0,0,0,0,0,NA,0,7,2006,New,Partial,163990
121,80,RL,NA,21453,Pave,NA,2,4,1,CulDSac,3,ClearCr,Norm,Norm,1,8,6,5,1969,1969,Flat,Metal,Plywood,Plywood,None,0,3,3,CBlock,3,3,4,5,938,1,0,0,938,GasA,5,Y,SBrkr,988,0,0,988,1,0,1,0,1,1,3,4,8,2,3,5,1969,1,2,540,3,3,3,0,130,0,130,0,0,0,0,NA,0,10,2006,WD,Normal,180000
122,50,RM,50,6060,Pave,NA,1,1,1,Inside,1,IDOTRR,Norm,Norm,1,2,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0,3,3,PConc,3,3,1,1,0,1,0,732,732,GasA,4,Y,SBrkr,772,351,0,1123,0,0,1,0,3,1,3,4,8,0,0,1,1979,1,1,264,3,3,2,0,0,140,0,0,0,0,3,NA,0,6,2007,WD,Normal,100000
123,20,RL,75,9464,Pave,NA,1,1,1,Corner,1,NAmes,Norm,Norm,1,1,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135,3,4,CBlock,3,3,1,4,570,1,0,510,1080,GasA,4,Y,SBrkr,1080,0,0,1080,0,0,1,0,3,1,3,5,8,0,0,5,1958,1,1,288,3,3,3,0,0,0,0,130,0,0,0,NA,0,6,2008,WD,Normal,136000
